Step,Total Reward
396,403.4979511867445
397,403.94476414390226
398,404.39751082251104
399,404.84576056127804
400,405.2941968950592
401,405.7417375727723
402,406.1871137483209
403,406.63248992386946
404,408.33128078817754
405,408.77413793103466
406,410.468431855501
407,410.9147036871177
408,411.35881101656986
409,411.8009404388717
410,412.24019629795515
411,412.6785565009705
412,413.118708016122
413,413.5617330944919
414,414.00440364233486
415,414.44869756680123
416,416.14388714733565
417,416.5862031646517
418,417.0270824003585
419,417.465983728915
420,417.90650843409486
421,418.34846992088393
422,418.7924093148233
423,419.23401627108547
424,420.928496790566
425,422.62387296611456
426,423.07520152261554
427,424.77509329750734
428,426.4742573518438
429,426.92433572174974
430,427.3736863711004
431,427.8219547693688
432,428.2714920137336
433,429.96832363039283
434,430.4149686520378
435,430.8607180176148
436,433.8057396626364
437,434.2496790565758
438,434.6943461710705
439,435.13865875503825
440,438.0865539632783
441,439.786800268697
442,440.2420846394986
443,441.94664128974495
444,444.90677713091526
445,445.362602627258
446,445.81824152858655
447,446.2735258993882
448,446.73168383340817
449,448.4416330795643
450,448.9026645768027
451,449.36459173010917
452,449.82849679056596
453,450.29312957157805
454,452.0081168831171
455,454.97454097626536
456,455.4375503806541
457,457.1494775339606
458,458.8659016271088
459,460.5839490968804
460,461.0500186595017
461,461.5144648454996
462,461.97963875205284
463,463.69210703090044
464,464.148996118824
465,464.60463502015256
466,465.0590050753847
467,465.513561725631
468,465.96722271980923
469,467.67177937005556
470,468.12993730407555
471,469.83665845648636
472,470.2922973578149
473,470.7477683236307
474,472.4514293178089
475,472.90203015375454
476,473.3555045529186
477,473.80358635617284
478,474.24771234512644
479,477.19633527392176
480,477.6478317659355
481,478.0933945364983
482,478.54112180922556
483,480.2392036124798
484,480.6867442901929
485,481.1350126884613
486,484.0836356172566
487,485.7867554858937
488,486.24329004329036
489,486.70001119570117
490,488.4065457530978
491,488.86308031049447
492,489.31782355575496
493,489.7651962979553
494,490.21436035229175
495,493.16298328108707
496,493.60621361397256
497,494.05088072846723
498,494.49608896850305
499,494.9368002686971
500,495.37805269443226
501,495.81984624570856
502,496.26343110912103
503,499.20953500522495
504,499.64935064935094
505,501.33897969846277
506,503.0350835945667
507,504.7306463651295
508,505.1756680101511
509,505.6219585012692
510,507.3186035229142
511,510.26703985669536
512,510.71745409762684
513,511.16355799373076
514,511.6100164203616
515,513.3068293775194
516,513.7556202418275
517,514.2026197939995
518,515.9017651888345
519,517.6005560531426
520,518.0475556053145
521,518.4974287207049
522,520.1989252127186
523,520.6515039558145
524,522.3537095088822
525,524.0591618151965
526,524.5167786236753
527,524.9697118972982
528,525.4213949843262
529,525.8741603224363
530,526.3217010001493
531,526.7669092401852
532,527.211762949694
533,527.6573257202568
534,529.3559486490522
535,531.056736080012
536,531.5055456038215
537,531.953459471563
538,534.9031646514405
539,536.5987274220033
540,537.0408755038065
541,537.484105836692
542,540.4330832960143
543,543.3862031646514
544,543.8400507538438
545,544.2902970592626
546,544.739815644126
547,546.4440177638454
548,546.8982198835648
549,547.3448649052099
550,549.04763024332
551,550.7547059262578
552,551.209617107031
553,552.9166927899688
554,553.375932975071
555,555.0839043140768
556,555.5409799970146
557,555.9949955217197
558,557.6973876698015
559,559.4006754739514
560,559.8489252127184
561,560.295197044335
562,561.9939879086431
563,562.4399052097328
564,564.1381549484998
565,564.5889237199583
566,566.2918569935812
567,566.7406478578893
568,567.1883564711151
569,567.6373339304373
570,568.0852291386774
571,569.7804187192118
572,570.2277728019106
573,570.6711710703089
574,572.3652783997611
575,572.8104679802955
576,573.2499104343931
577,573.6891662934765
578,574.1329190924017
579,574.5729026720405
580,575.0083893118375
581,576.696936109867
582,579.6396066577099
583,580.0783213912522
584,581.7706374085682
585,582.2109755187339
586,583.8996902522762
587,585.5959620838928
588,586.0407971339002
589,586.4850910583666
590,588.1826317360797
591,588.6289035676963
592,589.0726563666215
593,589.5201970443345
594,589.958743842364
595,590.3945850126879
596,590.8336729362586
597,592.5191595760556
598,592.9496081504697
599,593.3852813852808
600,593.82185027616
601,594.2569823854301
602,595.9466114345419
603,596.3840759814892
604,596.8157934019997
605,598.50290341842
606,600.188390058217
607,600.6218987908637
608,601.0572174951479
609,603.9968465442597
610,605.6864755933715
611,607.3820383639343
612,607.8268920734431
613,608.2706635318698
614,609.9671219585006
615,610.4132258546044
616,610.8528549037162
617,612.5458986415875
618,615.4878601283766
619,615.9290938946103
620,616.3694320047761
621,619.3137259292424
622,621.0125167935505
623,621.4647223466181
624,621.9171144947
625,626.1229213315413
626,626.5722533213906
627,627.0179840274661
628,628.7137147335417
629,629.1578220629939
630,629.6004926108368
631,630.0447865353032
632,630.4860203015369
633,633.4312098820712
634,636.3794596208382
635,636.8251903269138
636,637.2700253769212
637,637.7193573667705
638,638.1721040453792
639,638.6205403791604
640,639.0678944618593
641,640.763811762949
642,642.4595424690245
643,642.8979026720399
644,643.3387819077467
645,646.2758732646656
646,646.7160247798172
647,647.16158755038
648,648.8560680698605
649,651.8084602179423
650,653.5189505896395
651,653.9740483654269
652,654.4269816390498
653,657.3815382892961
654,657.8333893118369
655,658.2802022689947
656,658.7277429467077
657,659.1682676518876
658,659.6082512315264
659,660.05237722048
660,661.7482945215697
661,663.4420473204949
662,663.8850910583662
663,664.3248880429908
664,666.013061650992
665,667.7048365427669
666,668.1423010897142
667,668.5820980743388
668,671.525850873264
669,674.4735594864898
670,674.9189356620384
671,675.3659352142104
672,675.8129347663823
673,676.2540005971033
674,676.6961486789065
675,677.1382967607097
676,677.5809859680542
677,679.2743842364524
678,679.7190513509471
679,680.1631773399007
680,680.6094678310188
681,682.3116920435879
682,682.7563591580825
683,683.2035453052687
684,683.6426518883408
685,684.0840909090902
686,684.5312770562763
687,684.9802731751
688,685.4278325123146
689,685.8768286311383
690,687.5751156889081
691,690.5250074637999
692,692.2232945215696
693,696.4285975518727
694,696.8801127033879
695,699.8389983579632
696,701.5514852963122
697,702.0103709508875
698,702.4656739811905
699,704.1718726675616
700,705.8787804149866
701,706.3347925063435
702,706.7836206896545
703,707.2331579340193
704,707.6891700253763
705,708.1453687117473
706,708.5963613972227
707,711.5538289296902
708,715.7670435885946
709,716.224511121062
710,716.6855799373033
711,717.1435885953119
712,717.6051985370943
713,718.0678907299589
714,721.0314785788916
715,722.7450664278242
716,723.2122555605306
717,723.6767390655314
718,724.1387035378407
719,729.6091207642924
720,730.0770189580526
721,730.546353933422
722,731.0201858486332
723,733.9943722943714
724,734.4685587401095
725,734.9355612778018
726,739.1565009702932
727,739.6270861322577
728,740.097130168681
729,740.5632183908037
730,741.0298477384675
731,741.4943125839669
732,744.4621921182257
733,744.9263024331981
734,745.389143902074
735,745.8471339005813
736,746.3042282430205
737,749.2640095536639
738,749.7192939244654
739,750.1753060158223
740,751.8804037916098
741,752.3378526645758
742,752.7958426630831
743,753.2471712195841
744,753.7006642782495
745,754.1502015226143
746,754.5970331392735
747,755.0404500671732
748,755.4849492461551
749,755.9292618301229
750,756.3760934467821
751,756.8200515002229
752,757.2629273025815
753,757.7027429467075
754,758.1425585908336
755,758.5782318256447
756,759.0115726227787
757,760.6967047320487
758,761.1341692789961
759,761.574339453649
760,762.0094715629191
761,762.4426257650388
762,762.8734475294813
763,763.3049783549776
764,763.7366957754881
765,764.1678720704575
766,764.5934691745028
767,766.2755411255403
768,766.703657262277
769,767.1290677713082
770,768.8080795641131
771,769.2390692640683
772,769.6655620241818
773,771.3442192864597
774,771.7689207344371
775,772.1939767129413
776,775.1260486639787
777,775.5581206150162
778,775.9862367517529
779,777.6679541722634
780,779.3514629049101
781,779.779933572174
782,780.2109232721292
783,780.639393939393
784,782.3216338259432
785,782.7567659352133
786,783.1927937005513
787,783.6228877444385
788,784.0522727272718
789,784.477328705776
790,784.8953687117471
791,785.3144909688004
792,785.7289296909978
793,787.393181818181
794,787.816259889535
795,789.4887968353478
796,791.1627705627698
797,791.5883676668151
798,793.2668383340789
799,793.6913531870421
800,794.1210927004023
801,795.7992088371391
802,797.4773063143745
803,797.9052358560971
804,798.3313740856836
805,800.0058889386468
806,801.6854418569928
807,802.108706523361
808,802.5301612180915
809,804.2082773548283
810,804.6344155844148
811,805.0573070607545
812,806.7365054485736
813,808.4191185251522
814,808.8456112852656
815,809.276078519181
816,809.7074414091646
817,810.1375354530518
818,810.5703351246445
819,810.9977422003275
820,811.4193834900722
821,814.347145096282
822,816.0279668607245
823,816.4526683087018
824,819.3818666965209
825,819.8105239587989
826,820.2380989699946
827,820.6664017017456
828,822.3439767129413
829,822.7753209434235
830,823.2115353037758
831,823.6466674130459
832,825.3312583967747
833,827.0221562919829
834,827.4553104941026
835,827.886486789072
836,828.3209098372881
837,828.7529817883255
838,829.1816390506035
839,829.6094006568134
840,831.2833743842353
841,832.9577026421842
842,833.3838408717708
843,833.8114158829665
844,836.7395320197032
845,838.423581877891
846,838.8511568890867
847,840.5325011195689
848,842.2210479175984
849,842.6579713390046
850,843.0896887595151
851,843.5250074637993
852,845.2090573219871
853,845.6436483057159
854,846.077530228391
855,846.5097887744427
856,846.9415061949531
857,847.3793439319288
858,847.8143081056861
859,848.2456709956697
860,851.1822585460503
861,851.6175772503345
862,852.0464211076267
863,854.9811986863698
864,856.6650806090448
865,857.0969659650681
866,857.5227496641277
867,859.203030303029
868,859.626649499924
869,860.0488319152099
870,860.470846394983
871,862.1450067174192
872,863.8207904164788
873,864.249279743244
874,864.6747089117766
875,867.6071540528425
876,870.5426593521408
877,870.9743767726513
878,871.406280788176
879,874.3410583669191
880,874.770070159724
881,875.1998096730842
882,875.6246977160757
883,876.0513770712033
884,877.728952082399
885,878.1590461262862
886,878.586266606955
887,880.2660061203152
888,880.6962867592165
889,881.1262128675909
890,882.8061389759653
891,884.4896663681134
892,884.9237348858026
893,885.3599492461549
894,885.7970779220767
895,887.4834788774432
896,890.417528735631
897,890.8548253470656
898,891.2861882370491
899,892.9696969696959
900,894.6571801761446
901,895.0854829078957
902,896.7655769517828
903,897.1994588744578
904,897.6277616062089
905,898.0555232124187
906,898.4850947902662
907,900.1684355874002
908,903.1032131661433
909,903.5390729959687
910,903.96935363487
911,906.9070047768315
912,909.8487983281078
913,910.2855538140012
914,910.7174578295259
915,912.402235408269
916,912.8328705776972
917,913.260986714434
918,913.688393790117
919,915.367592177936
920,917.0473316912962
921,917.4817547395123
922,917.912763098969
923,919.5941259889526
924,921.2774667860865
925,921.7118898343026
926,922.1403791610678
927,923.8239065532159
928,926.7606620391093
929,927.1959807433935
930,927.6320271682331
931,929.3189692491407
932,931.004829078966
933,931.4421256904006
934,931.8756530825488
935,933.5651141961478
936,934.0042207792198
937,934.4424317062238
938,934.8790192566045
939,936.5634423048206
940,939.4971376324814
941,939.9313740856834
942,940.3630915061939
943,942.0493058665462
944,944.9878526645757
945,945.4190289595451
946,945.8482273473642
947,947.5333594566342
948,949.2163270637398
949,949.6483990147772
950,950.0792207792197
951,951.7611061352429
952,953.4440737423485
953,953.8777690700093
954,954.3075085833696
955,954.743368413195
956,956.4270637408558
957,956.8562621286749
958,957.2836692043578
959,960.2162822809364
960,960.6443984176732
961,961.0750335871014
962,961.5089155097764
963,961.9390095536636
964,962.3678534109557
965,962.7999253619931
966,963.2327250335859
967,963.6660658307198
968,964.0932863113886
969,964.5201522615305
970,966.2031385281374
971,967.8846693536337
972,968.3129720853848
973,968.7418159426769
974,969.1679541722634
975,970.8460703090002
976,972.5254552918335
977,972.9524891774881
978,974.6322286908484
979,975.0635915808319
980,975.4866696521859
981,975.9092065979987
982,976.3292245111201
983,976.7530116435279
984,978.4289632781002
985,978.8551015076868
986,980.5296163606499
987,982.2050268696811
988,983.8820607553357
989,984.3074712643669
990,985.9848596805484
991,987.6681818181809
992,988.0993394536489
993,988.5256456187482
994,988.9532206299439
995,989.3797133900573
996,989.802604866397
997,990.2282019704423
998,991.905235856097
999,992.3322697417516
